"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"c9ab999e03aacc83f639f93ab8fac38a4c63cfb36a01d2d8ec85ce699690567444a1293aaacd866ababfd87344721a39cbea0fa55ffa36573fb8a090e596c3b5",,"2025-05-19T13:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2025-05-19T14:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2206","S","CALIFORNIA AVE","1033",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","2","0","13","2","5","41.8516479346","-87.6955867786","POINT (-87.695586778614 41.851647934558)"
"8b4d58d9d34c5603dcf785ffe5a77e4c825645e64b84b46320d4b836925d4a0d20005fe677b44d415210022e7755bb82e0dfea745e60112d5b5992fb1390452f",,"2025-05-19T13:25:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2025-05-19T18:15:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4778","W","MADISON ST","1113",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","2","5","41.8806092777","-87.7451576412","POINT (-87.745157641199 41.880609277746)"
"171c8fc233761a9979e3076bed2611d65b2c8c330f6b7bae62a8e830a7e153935c659b1329890c88c6694ffd8a4ef725447f1b1eeadc7dc72d5d3dda49190ca4",,"2025-05-19T13:15:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","UNKNOWN","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2025-05-19T15:12:00.000","NOT APPLICABLE","NOT APPLICABLE","1521","W","61ST ST","713",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","13","2","5","41.7830205156","-87.6628379439","POINT (-87.66283794386 41.783020515576)"
"259bfef32929922ada892911a755c98c44863905ca373365f5cdab918d5425c39778639a67fa50f086e71165daa274d25695c092beb66ff5965bd90c40803911",,"2025-05-19T13:15:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","PEDALCYCLIST","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2025-05-19T16:00:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","604","N","STATE ST","1832",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","2","5","41.8926179139","-87.6282530105","POINT (-87.628253010544 41.892617913919)"
"c13b18d793224e8a6c61782f74cf14cf0312a0264d28b09fd93467dafeb5e6ee1f27f21ecb4b0b756f11c23ea9f7064423d3b1f15f6d22978dc081f169f67894",,"2025-05-19T13:15:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y","Y","OVER $1,500","2025-05-19T13:20:00.000","NOT APPLICABLE","NOT APPLICABLE","5150","W","55TH ST","814",,,,,,,"3","INCAPACITATING INJURY","1","0","1","0","0","2","0","13","2","5","41.7930028559","-87.7521195809","POINT (-87.752119580929 41.793002855945)"
"630bbd7ae6b4ae42e8fc36c68b7827cf97b9db6472dcd6c7cf5b82d3b74a20d36097b05976f15b305ee2725fcb5eb2d11af8cf3b3f2ea3709d65aa29c5fab686",,"2025-05-19T13:12:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","TURNING","UNKNOWN",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T13:31:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3300","W","77TH ST","835",,,,"Y","UNKNOWN",,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","2","5","41.7534768924","-87.7049611354","POINT (-87.704961135442 41.753476892362)"
"7ed4979beb851ce758032798c782b0de73ac8d05d0ee972efbee8173fda7dfcea7ef1aab18c9edba3cf4fc32094a9e7a2a0b6a8208f74fa7dc88d55040f36dff",,"2025-05-19T13:10:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y",,"OVER $1,500","2025-05-19T13:13:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1057","W","WILLOW ST","1811",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","13","2","5","41.9125518213","-87.6550751346","POINT (-87.655075134647 41.912551821316)"
"f0f3f700465684603d665ace0a6db1985d42bba986066c1045f070a18e71e031b283986bf8b2f0cd4eac77ba698d632248a37c7f688dada71a1de3724619b326",,"2025-05-19T13:10:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2025-05-19T14:55:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4035","W","NORTH AVE","2534",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","2","5","41.9097553803","-87.7278697731","POINT (-87.727869773095 41.909755380271)"
"8d70a872f52a80cde995df36d779690b68637f8e1e9c9ec6308ade87276597aba821ffff80425ad957f5334c5e9ffe5c8702711b3a757dbfd19644d83090b348",,"2025-05-19T13:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$501 - $1,500","2025-05-19T14:37:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","600","S","MICHIGAN AVE","123",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","13","2","5","41.8743716154","-87.6243795278","POINT (-87.624379527782 41.874371615359)"
"35cf3bca877c4282a1f7a181d5a0f09b63a8d12b9e66158006fca320dde793b2c99788efdb86ef6a86a8b815a1ee87e90df21a774aedb41e3e7ca0cb8edd5cff",,"2025-05-19T13:00:00.000","25","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2025-05-19T13:16:00.000","IMPROPER BACKING","IMPROPER BACKING","4200","W","OGDEN AVE","1013",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","13","2","5","41.8494657743","-87.72969713","POINT (-87.729697130042 41.849465774309)"
"aed6341c6676e75686d47728358398fe2a115cf86ee7e290796f17d236c18b0bea18eb92173a9b31b72fba13be0ab1f13af0d1713f2af4614ae10c1b7dc5ad02",,"2025-05-19T13:00:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T16:37:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1748","W","GARFIELD BLVD","932",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","13","2","5","41.7940851039","-87.6689645164","POINT (-87.668964516405 41.794085103913)"
"bc3055f8ec6042f290318e639d55a0438cc95e9d86b71c7a2000574c4c70afb606db0338d64b38f25bca6791e815579f5161f40c7f351f190147629756c7ec9a",,"2025-05-19T12:45:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2025-05-19T16:15:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4759","W","ADDISON ST","1731",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","2","5","41.9460172739","-87.7468997443","POINT (-87.746899744273 41.946017273895)"
"976cedb4f7ac92483dd151c96d025868a8d3b9d99a7aa02710973901b991d42d228e2aa4ecf9882072f4cf7a57617c7ddf4d436d7b037616bc5a1941d7e58c69",,"2025-05-19T12:43:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO REAR","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"$501 - $1,500","2025-05-19T13:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6550","W","FULLERTON AVE","2512",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","2","5","41.9237537124","-87.7895706402","POINT (-87.789570640176 41.92375371241)"
"7b92934a362c923f12e6ee197714f05510978ae07c446516ab7b170fa0837940768b5acfd12ab4a30329a7bc0028560e4bfdbe757630748b93a0425c43a0d401",,"2025-05-19T12:30:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","SIDESWIPE SAME DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T13:50:00.000","IMPROPER LANE USAGE","FAILING TO REDUCE SPEED TO AVOID CRASH","276","N","WELLS ST","122",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","12","2","5","41.8874976816","-87.634117424","POINT (-87.634117423981 41.887497681571)"
"1087c5409e727c742f2ad4967815b3f3b6063e7cbc4212665407769dc224c7fe20570fa88e5b2231f4225b383afd1984d891241493629ed01887fd77d80b2003","Y","2025-05-19T12:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T17:15:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","UNABLE TO DETERMINE","1048","W","CORNELIA AVE","1924",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","12","2","5","41.9454703239","-87.6559215513","POINT (-87.655921551276 41.945470323859)"
"11c4e3273655ee99d5a11a2d2689e7551ae5f37acbb6ce817bc861f25297c7ae453315f7a81a24d2de974630581007d8817403dd62a097f3632321ce1cec6123",,"2025-05-19T11:24:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T11:25:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","9740","S","JEFFERY AVE","431",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","2","5","41.7175672262","-87.5753863283","POINT (-87.575386328272 41.717567226161)"
"2507a47a5f0ebafef7afd182acf74b507f6833afb559a9949fb0b9ce5f0cff04fdeb1eafa2fa032d306213f1db6602d856be5358c760aa19292cce82d6e4ec6a",,"2025-05-19T11:22:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","OTHER",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2025-05-19T11:25:00.000","IMPROPER TURNING/NO SIGNAL","NOT APPLICABLE","5557","N","WAYNE AVE","2013",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","2","5","41.9834208897","-87.6636023207","POINT (-87.66360232073 41.983420889687)"
"1b70617655a5175ad944f7549e0099dead9d949139cf3c99153570b94e4a75cda198c72ef4a532e637086cde951b5f7923071b0b891ccb3222de38c660e6dac0",,"2025-05-19T11:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T12:15:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","251","W","26TH ST","914",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","2","5","41.8453870126","-87.6338796502","POINT (-87.633879650154 41.845387012599)"
"fa5539827d5c5df461bb29665a56172f6e6d9cac5562f9114a0551730ef50f6f3b56764a837d97b89efcda1b64a2c82575f0f8e36b17fc09b43559076f377bdf",,"2025-05-19T11:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2025-05-19T12:11:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","601","E","71ST ST","323",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","11","2","5","41.7656851044","-87.610365199","POINT (-87.610365199016 41.765685104445)"
"f21bb14fb980923f15832243296f90d27aa1125a7c0f1e2895107aff5250790c603018bf6fff7cb262c609822efebc857689093e2af7b93cab893cfde7c885f1",,"2025-05-19T11:08:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2025-05-19T15:05:00.000","IMPROPER LANE USAGE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","375","E","CHICAGO AVE","1833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","2","5","41.8967201137","-87.6175675066","POINT (-87.617567506554 41.896720113748)"
"2a99b0ffecd83fb0bf14f3905aa2b95e168e912c7345c1f54d9afd592785118d8387f1edd326f764e2b458fdafa94ec06ce446bf95dced64d1fe7532468cfab7",,"2025-05-19T11:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","UNKNOWN",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T15:45:00.000","IMPROPER BACKING","NOT APPLICABLE","8154","S","DREXEL AVE","631",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","2","5","41.7460265175","-87.6027522476","POINT (-87.602752247594 41.746026517496)"
"b7403971078f2ad87cf7188406a5eabd84b34577526e38cb3bde8b2d34a77e46f440640b269b06c30123b37c53c42c6c7244deb01be889296b6cdd4ae8ee284a",,"2025-05-19T11:00:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","OTHER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2025-05-19T11:06:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2701","W","68TH ST","831",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","2","5","41.7699292423","-87.6908413389","POINT (-87.690841338941 41.769929242296)"
"cbb34d759dd648f3ed48a83d7601fc90713f8dabb46746997a7f7716d4efc49979b4437ccd671f817a8a3a45935cd283445ac00afa2afa2aefb2cdfa18b69cd9",,"2025-05-19T11:00:00.000","30","NO CONTROLS","NO CONTROLS","CLOUDY/OVERCAST","DAYLIGHT","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2025-05-19T11:09:00.000","EQUIPMENT - VEHICLE CONDITION","EQUIPMENT - VEHICLE CONDITION","2310","S","HOYNE AVE","1034",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","1","0","11","2","5","41.8499647518","-87.6783829636","POINT (-87.678382963575 41.849964751849)"
"d4fe8186768e5e68e7f4a212400c0e9a5d5143c35056e9fd284175b046953230b3ccdb97af34dd0dcc84f116dcb50a97298b51cd248df042724c29409d65b246",,"2025-05-19T11:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T11:05:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","1415","W","79TH ST","612",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","11","2","5","41.750307763","-87.659234467","POINT (-87.659234466968 41.750307763011)"
"2d86bf3aa1512e20152d5e4d95b918440cfa17f74912ca37431801dd7251c7f47f1a8b6c1e6a7d0d68f42632c8d0b7d990f01340615afb008555035ae039a0c8",,"2025-05-19T10:56:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2025-05-19T11:06:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","3230","W","79TH ST","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","2","5","41.7499467542","-87.7036818715","POINT (-87.70368187148 41.749946754208)"
"9b129bca8ed8c469dc476779d55a200e6c1f8319629e12f1993b96745ff550f1124e35812f9082c7e3e0f2051828bc8287a79441d90ad1a63389753d58b7b963","Y","2025-05-19T10:47:00.000","20","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2025-05-19T11:18:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5201","W","WASHINGTON BLVD","1522",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","2","5","41.8822574832","-87.7552059108","POINT (-87.75520591084 41.882257483172)"
"040a927e0a9dc0258f799d1e85d7e2d9c6faade86a1d429f6c1795dabfcff5032c1647a7ed231179c139b2bce68858432c7c9033ec9fec6b3f3341b609a953c5",,"2025-05-19T10:45:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","FIXED OBJECT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y",,"OVER $1,500","2025-05-19T11:50:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5501","S","HARLEM AVE","811",,,,,,,"1","REPORTED, NOT EVIDENT","1","0","0","0","1","0","0","10","2","5","41.7918520654","-87.8013777989","POINT (-87.801377798929 41.79185206544)"
"484d89c3d51c98dcf3417a6052e9e381398dca5c9fc0b7583e7e268b8844331408e6248ba5957b773932ee22d75f3d363e1868da0787fc84caf95a032171d45f",,"2025-05-19T10:32:00.000","30","TRAFFIC SIGNAL","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","FIVE POINT, OR MORE",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2025-05-19T10:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","2400","W","COLUMBUS AVE","835",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","5","0","10","2","5","41.7591585122","-87.6832325229","POINT (-87.683232522892 41.759158512238)"
"11ab7123de1be4cf27200be5c96d31bf64622d11be9b7b2f3f5b4fdf0e71458f736b3e5efd99a5006e387a78adb56cc400302b8eaa37809407323b92f6de956a",,"2025-05-19T10:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2025-05-19T13:18:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","4332","W","59TH ST","813",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","2","5","41.7859587457","-87.7314558092","POINT (-87.731455809184 41.785958745665)"
"36ad9e8d91e40020b7a98e7aefe73b924b29ff190030d56ed20a35ef90feb44762d91568dcc7ab946769cc3b8170ca5ca61d34a2cbcf7be37f612f48c546f21d",,"2025-05-19T10:22:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DAYLIGHT","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T10:24:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","599","S","CLARK ST","123",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","10","2","5","41.8745779986","-87.6305299137","POINT (-87.630529913703 41.874577998557)"
"083e01cea778a71c44bac20eba3530f2cd9c4815b30d237d9a1365dce08b689f27345eb85a41de44d5a6f73e1607c0d056cf1e3bf47c11e466635263ee803fa5",,"2025-05-19T10:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","OTHER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2025-05-19T11:39:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","1221","S","WABASH AVE","131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","2","5","41.8668314544","-87.625669609","POINT (-87.625669608957 41.866831454439)"
"b6067f0406d209ca1e47ba28e2b9cedec1fbfa19a9ba6a0741687f51f06a748a4f295646b9c639d85fafd0326151796fe2bcdc36001cede1c9cacc2924f94880",,"2025-05-19T10:07:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2025-05-19T10:07:00.000","IMPROPER LANE USAGE","NOT APPLICABLE","3127","W","LAWRENCE AVE","1713",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","2","5","41.9683560189","-87.707194254","POINT (-87.707194253968 41.968356018924)"
"19ec45fc28abafe143169d1410c495f754d069d09759afc3494d3a2b74496610756ff2a75a8022d3cdd6abc957f0d43959a9150deedcbab468ae82c9e02baf18",,"2025-05-19T10:03:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","SNOW","DAYLIGHT","REAR END","TRAFFIC ROUTE",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T14:48:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","NOT APPLICABLE","8700","S","HALSTED ST","2223",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","2","5","41.7357852665","-87.6437588296","POINT (-87.643758829628 41.735785266472)"
"414cb52de8281ea1cf644cd3397aa892d562f23e77cad9b2229b31f7c041867a5d57f918b594016589122c22c5dde96f182860a8234fa5f62ddc108a15494d75",,"2025-05-19T10:00:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","REAR TO FRONT","PARKING LOT",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T10:35:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6601","W","IRVING PARK RD","1632",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","10","2","5","41.9527216579","-87.7913622126","POINT (-87.791362212628 41.952721657949)"
"1554a13d8f51a560d071e70c3fdbed8aa39cfd409f1209025d37ec5b0a82c5b21aa7938ce1c465533803cbf177c61b6e740ad216d8d24ff9bb097a646ba5dc21",,"2025-05-19T09:57:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLOUDY/OVERCAST","DAYLIGHT","REAR END","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2025-05-19T10:03:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","4701","W","IRVING PARK RD","1731",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","9","2","5","41.9533348123","-87.745663882","POINT (-87.745663882042 41.953334812338)"
"3505be8b381f6ce60dacc45c2376afd50f6f3430432a38e5c27f3df314169ecf493f27826005f594c1bf39b465a149638b5e7dc871a6d506de407c975a3578a0",,"2025-05-19T09:55:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DAYLIGHT","PARKED MOTOR VEHICLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2025-05-19T10:30:00.000","IMPROPER TURNING/NO SIGNAL","UNABLE TO DETERMINE","2401","W","EASTWOOD AVE","1911",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","9","2","5","41.9656258127","-87.688935002","POINT (-87.688935001969 41.965625812676)"
